,Title,Label
2020,“한국인들 의술 뛰어난 중국 피신”…가짜뉴스 범람하는 캐나다,0
2021,한전 예상 뒤엎고 흑자전환…원전이용률 감소에도 저유가에 실적 개선,1
2022,위지윅스튜디오 진주시 실감콘텐츠 사업 단독 수주 계약,1
2023,배우 한상진 더블에이엔터테인먼트와 전속계약 체결 [공식],1
2024,한미약품 VS 코웨이 VS 한국콜마…낙폭과대株 3인방 주목,1
2025,현대중공업 중형 LPG선 3척 1950억원 규모 수주,1
2026,"웹젠, ‘R2M’ 거래소 9월 3일 적용 예고",0
2027,실적발표ㆍFOMC에 우한폐렴까지… 설 끝난 증시 ‘투자이슈’ 몰려온다,-1
2028,대한항공 2분기 영업이익 1485억원 ‘흑자전환’,1
2029,아시아나항공 화물 매출로 영업익 흑자전환…목표가↑-이베스트,1
2030,한국조선해양 PC선 2척 870억 수주,1
2031,현대일렉트릭 2분기 영업익 183억원…'흑자 전환',1
2032,에쓰오일 2분기 영업손실 1천643억원…적자 확대(종합),-1
2033,게임업체 호실적 발표에도 주가 약세 왜?,-1
2034,아시아나항공 2Q 영업익 1151억원 ‘흑자전환’… 어닝 서프라이즈,1
2035,경남도 코로나19 극복 희망일자리사업 본격 추진,1
2036,[비트코인 지금] 국내외 비트코인 내림세...1370만원·1만1680달러 선,0
2037,“중국 1분기 성장률 4%포인트 급락 가능”에 한국 경제도 먹구름,-1
2038,외국인 국내주식 27일째 ‘팔자’…역대 최대 채권 ‘사자’,0
2039,[fnRASSI]티비씨 상한가 기록,1
2040,"권영수 LGD 사장 ""2분기엔 흑자 전환""",1
2041,스마트폰 때문에…이통사 울고 제조사 웃었다,0
2042,"한국투자證 ""신세계 3분기 흑자전환 예상""",1
2043,[Who Is ?] 박현주 미래에셋그룹 회장,0
2044,후지재고 넘친다…육가공업체 적자 '눈덩이',-1
2045,청주시 기후변화 대응사업 추진,1
2046,게임빌 2분기 영업이익 108억원… 게임사업 ‘흑자전환’,1
2047,[기자수첩] 신임 금감원장에 바란다,0
2048,2조원 적자에도 주가 40% 상승…이제야 주목받는 SK이노베이션 '배터리',-1
2049,조선업계 고부부가치 선박 수주 이어져…하반기 반등 기대감,1
2050,담양군 퇴직자 위한 신중년 경력형 일자리사업 추진,1
2051,깜깜이 확진자 또 나왔다…기아차 광명공장 가동 중단,-1
2052,[더벨]브이티지엠피 덴탈마스크 2000만장 '첫 수주',1
2053,뉴욕증시 코로나19 백신 기대·실적 호조 상승 출발,1
2054,신한금융투자 “청약 경쟁률 높고 유통주식 적은 공모주에 수급 쏠려”,1
2055,덕산네오룩스 中 매출 확대로 어닝서프라이즈 지속…톱픽-키움,0
2056,스맥 진우엔지니어링과 70억원 규모 CNC공작기계 공급계약 체결,1
2057,[2020.2Q] 와이엔텍 폐기물 처리 단가 상승 지속…PER 10.7배,0
2058,코로나에 참치캔 '불티'...실적 못따라가는 동원산업 주가,1
2059,[생방송 글로벌증시] OPEC 감산 실패 악재 vs 쇼핑시즌 유통주 호재… 뉴욕 혼...,-1
2060,"쿠팡 6388억 사상 최대 규모 적자…""증자로 유동성 문제 없다""",-1
2061,한국조선해양 860억 규모 중형 PC선 2척 수주,1
2062,데브시스터즈 2019년 영업손실 216억원,0
2063,대림산업 인천과 대전서 3840억원 규모 수주,1
2064,박원순 '유흥업소 영업중단' 조치에…일부 업주 '손실 보전' 두고 반발,-1
2065,[특징주] SK바이오팜 상장 후 사흘째 급등…시총 16위 등극,1
2066,"[빅데이터MSI유망주]코오롱인더스트리 ""리스크해소·체질개선으로 실적 상승""",1
2067,현대산업개발 왜 이 회사 설립?…부인.미성년자 두 아들 출자 2년 매출'제로...,0
2068,쌍용차의 날개 없는 추락…'감사의견 거절'에 주가도 급락,-1
2069,평택시 하반기 공모사업 추진계획 보고회 개최,1
2070,"LG 목표주가 높아져 ""자회사 LG화학 LG전자 기업가치 계속 올라""",0
2071,반도체 값 급락하는데..삼성電-하이닉스 왜 웃지?,-1
2072,한국조선해양 1주일 새 9억弗 규모 선박 7척 잇따라 수주,1
2073,`OLED 베팅` 통했다… LGD 하반기 흑자 전환 유력,1
2074,HMM 2Q 영업익 1387억원···21분기만에 흑자전환,1
2075,[사설] 저유가 여파 정유사 이어 알뜰주유소까지 경영난,-1
2076,SK바이오팜으로 재조명된 ‘따상’의 역사,1
2077,조선 3사 카타르 LNG선 100척 수주,1
2078,[더벨]재영솔루텍 적자전환 일시적…하반기 반등 기대,0
2079,상장 첫날 159%…SK바이오팜 목표가도 넘었다,0
2080,월요 철강 CEO 브리핑(3 18.11.26),0
2081,금융당국 규제회피 주담대·전세대출에 메스댄다,0
2082,<연합뉴스 이 시각 헤드라인> - 08:00,0
2083,고철값 90% 급락… 폐차 업계 아우성,-1
2084,[마감]코스피 개인 857억 순매도,0
2085,스맥 진우엔지니어링과 70억원 규모 CNC공작기계 공급계약 체결,1
2086,덕천2동 지역사회보장협의체 방충망 수리 사업 추진,1
2087,"현대重그룹 LNG선 2척 추가 수주…""연말 추가 수주도 기대""",1
2088,성남시 소비율 24% 증가…전년 수준 회복,1
2089,"IHQ 2분기 영업손 21억원…""하반기 흑자전환 노력""",1
2090,한국조선해양 대한해운과 LNG선 2척 건조계약 수주…총 4400억원 규모,1
2091,"LG화학, 석유화학도 턴어라운드…목표가 100만원-하나",0
2092,직원 줄퇴사에 본격 차익매물까지... '상장 돌풍' 후유증 겪는 SK바이오팜,1
2093,가상화폐 '비트코인' 안전한 투자 방법은?,1
2094,여수상의 코로나19 사태 국내 정유사 주행세 납기 연장 건의,1
2095,SK바이오팜 몰린 개미들…5일만에 5800억 순매수,0
2096,한국 조선 중국 제치고 수주 1위 탈환…현중 LNG선 수주 효과,1
2097,삼성의 자율·독립 경영…부품 계열사에겐 `기회`,0
2098,[코스닥관심주] 핸디소프트 4분기 실적개선 상한가,1
2099,금감원 국내 금융권 블록체인 도입 적극 지원,0
2100,KG동부제철의 부활…12년만에 흑자질주 비결은,1
2101,"[단독]원종준 라임자산 대표 ""청와대 연루설 억울…현정부와 무관""",0
2102,[Who Is ?] 김기홍 JB금융지주 대표이사 회장,0
2103,SK바이오사이언스-美노바백스-복지부 코로나19 백신 글로벌 공급 협력,0
2104,미 증시 강보합세,0
2105,해고 35년 회사로 돌아가고 싶다는 그에게,-1
2106,롯데케미칼 영위사업 모두 후퇴…적자 전환,-1
2107,LH 아산탕정2 도시개발구역 지정으로 사업추진 본격화,1
2108,"심상정 ""코로나 정리해고 방지 위해 사회적 대타협 나서야""",-1
2109,현대重그룹 석화운반선·초대형유조선 수주 성공,1
2110,美 바이든 지지율 상승에...헬스케어株 관심 '쑥',0
2111,비전펀드에 우는 손정의 소프트뱅크 15년만에 적자,-1
2112,얼마만의 야근인가… 조선업 '100척 수주' 단비에 들썩,1
2113,새로운 제품 확보에 열 올리는 중견제약사들,1
2114,CJ프레시웨이 2분기 영업익 27억 원…전분기 대비 '흑자 전환',1
2115,"한은, 韓성장률 전망 -0.2%→-1.3%로 하향",1
2116,관광·리조트 “해외관광객 입국 철회” 도움 호소,-1
2117,[위기 극복 나선 오비맥주①] 위상 균열 트리거된 지난해 가격 인상,0
2118,"제임스 량 ""韓 방역체계 코로나19 위기의 모범답안""",0
2119,더민주 김병욱의원 농림부 AI '심각' 격상하고 산닭 유통허용 비난,-1
2120,주류업계 구조조정·무급휴가·임금동결 '三災',0
2121,LNG 보냉재 만드는 한국카본…몰려드는 일감에 주가도 쑥쑥,0
2122,샘표식품 마르스펀드와 4번째 표대결 '압승',0
2123,'코로나 급락에…' 손정의 소뱅 위워크 투자 재검토,-1
2124,자비스 2Q 영업손실 1.6억원…적자전환,-1
2125,CJ프레시웨이 2분기 뚜렷한 반등…영업이익 흑자전환,1
2126,[코스닥(개장)]전일보다 0.12%(1.03포인트) 오른 842.38포인트로 출발,0
2127,자비스 2Q 영업손실 1.6억원…적자전환,-1
2128,코스피 역사 새로 쓰는 'SK바이오팜' 또 한번 '상한가' 기록할 수 있을까,1
2129,바이오니아 코로나19 특수로 흑자전환,1
2130,자비스 2Q 영업손실 1.6억원…적자전환,-1
2131,‘수퍼푸드의 고향’ 페루의 슈퍼마켓서 만난 신기한 과일들,0
2132,뉴욕증시 美 금리 움직임 주시 보합 출발,0
2133,스튜디오드래곤 기타 매출 효과로 2Q 실적 기대치 상회-메리츠,1
2134,CJ프레시웨이 코로나19 버텼다...2분기 영업이익 흑자전환,1
2135,대전 청년몰 줄폐업에 팔짱낀 유관기관,-1
2136,[김승중 칼럼] 박현주의 도전,0
2137,게임빌 2분기 영업익 108억원… 자체 게임사업 흑자 전환,1
2138,한국조선해양 PC선 2척 870억 수주…올해만 22척,1
2139,비상장사 투자 플랫폼 '주목'…스타트업 거래 증가,1
2140,IPO 역사 새로 쓴 SK바이오팜…수요예측부터 상장까지(종합),0
2141,"제노포커스, 코로나 진단키트 필수효소 개발 소식에 '상한가'",1
2142,‘온라인미디어 예술활동지원‘ 사업 추진... 약 149억... 코로나19 시대 비...,1
2143,"김상재 카엘젬백스 대표 ""췌장암 임상실패..항염소염제 매출 기대""",0
2144,"DB금융투자, 원금지급형 ELB등 3종 판매",1
2145,[장외주식]'매각 암초' 메디슨 28% 급락,-1
2146,‘톱3’ 찍고 하락한 씨젠… 진단키트株 이젠 실적 확인할 때,-1
2147,[국가부채 1700兆 시대]'재정적자 -4.1%'.. 금융위기 때도 이러지 않았다,-1
2148,GS칼텍스 지난 4분기 영업익 적자전환…2670억원 손실(종합),-1
2149,코로나19로 인한 경영 악화는 해고 사유가 될까,-1
2150,수자원공사 IDB 발주 '남미 물 관리 컨설팅' 수주,1
2151,금감원 무분별한 유전개발 공시 '제동',0
2152,분할株도 실적이 받쳐줘야..골프존 '굿샷',0
2153,전일본공수(ANA) 항공 2000억엔 유상 증자...주가 13% 급락,-1
2154,금호타이어 10년 파업손실 4500억,0
2155,"메모리 고점 논란 '재점화'…""호황 끝"" vs ""초호황→호황""",-1
2156,현대로템-울산시 수소전기트램 실증사업 MOU 체결,1
2157,윤영석 “코로나19 사태에 길 잃고 대응 못하는 정부 기본에 충실할 때” [황...,0
2158,흑자전환 성공한 HMM…대한민국 해운재건 '선봉',1
2159,[장마감] 코스피 사흘 연속 1% 상승하며 2370 육박,0
2160,금감원 론스타 대주주 적격성 심사 착수,0
2161,몸살 앓던 제약·바이오 기운 차렸다,0
2162,"은성수 금융위원장 DLF 징계 관련 ""오해받지 않도록 하겠다""",0
2163,현대엔지니어링 넥상스코리아와 폴란드 석화플랜트 전선 공급 계약,0
2164,(오늘의 재테크)공모청약엔 돈 몰리는데 스팩은 왜,0
2165,대림산업 인천과 대전에서 3840억원 규모의 도시정비사업 수주,1
2166,[뉴욕마감] 나스닥 3% 급락…기술주 사방이 악재,-1
2167,[Who Is ?] 김용범 메리츠화재 대표이사 부회장,0
2168,"[개장] 기관·외국인 '팔자'에 코스피, 장 초반 약보합… 2360선 등락",0
2169,효성기계 4%대 급락…‘5000억규모 수출 계약’ 호재 선반영 원인,-1
2170,'주가급등' LG화학 상승 여력 더 있을까?,1
2171,첫 민간 출신 최흥식 금감원장···금융권·조직 혁신 이끌까,0
2172,렘데시비르 국내선 무상공급… 중증환자 33명부터 치료,0
2173,[미리보는 이데일리 신문]은행 퇴직연금 '수수료경쟁'은 없었다,0
2174,한국조선해양 중형 PC선 2척 860억에 수주,1
2175,"아베노믹스 엔캐리로 이어질까?.. 금감원 ""엔캐리 가능성 일단은 낮아""",0
2176,두산重 3600억 규모 대형 가스터빈 공사 수주,1
2177,경북도ㆍ한국전력 축산분뇨 고체연료화 사업 공동추진,1
2178,[특징주] 코오롱 '효성' 최대 실적에 덩달아 기대감 '上',1
2179,[특징주] '체외진단 기업' 제놀루션 코스닥 입성 첫날 강세,1
2180,두산중공업 김포열병합발전소 신규 수주,1
2181,코스피 기관 매도로 하루만에 반락 2005.83... 성지건설 상한가,1
2182,[아듀 2019 증시] 올해 알짜배기 새내기주는...'소부장' 센트랄모텍,0
2183,두산重 700억 규모 'UAE 복합화력 발전설비' 수주,1
2184,쌍용차 1분기 영업손실 278억원..매출은 역대 최대,0
2185,티웨이항공 지난해 최대 매출 달성…영업손실은 192억원,0
2186,도이치모터스 윤석열 아내 김건희.. 주가조작 연루 의혹 보도에 '사실무근.....,0
2187,"김병욱 정무위서 ""연내 대주주 범위 확대 유예해야""",0
2188,[유럽증시] 코로나19 경제 악영향 우려 확산…3~4%급락,-1
2189,GTF 코로나 악재 속 '순이익 흑자전환',0
2190,대림산업 올해 정비사업 수주 실적 1조 목전,1
2191,흔들리는 우리금융…정부 지분매각 늦어지나(종합),0
2192,총회 의결 없이 6억원 계약 체결…전 재건축조합장 벌금 100만원,1
2193,대림산업 인천·대전서 3840억원 시정비사업 수주,1
2194,"전경련 ""원·달러 환율 상승으로 수입 업체 적자""",-1
2195,바닥 다진 조선주 하반기 수주 모멘텀에 베팅?,1
2196,"천장 뚫은 SK바이오팜 공모주…개미들 ""제2 잭팟 찾자""",0
2197,한전 2분기 영업익 3898억원…3년 만에 흑자 전환(1보),1
2198,은행 직원도 알려주지 않는 투자 재테크,1
2199,포스코 코로나19 직격탄에 사상 첫 '분기 적자',-1
2200,구미 사업장서 4번째 확진자…삼성전자 코로나19 비상대응 ‘10가지 수칙’ ...,-1
2201,에쓰오일 4분기 2924억 영업적자,-1
2202,"딥노이드, '프로큐라티오'와 공동사업계약 체결",1
2203,[포토스퀘어] 코로나 ‘해고’ 바이러스,-1
2204,게임빌 2분기 영업익 108억원...자체 게임사업도 흑자 전환,1
2205,아시아나항공 2Q 영업익 1151억 '흑자전환',1
2206,부활의 ‘대한전선’ 925억 해외 수주 주가도 ‘껑충’,1
2207,"[컨콜] 에쓰오일 ""1조원 영업손실 경쟁력은 여전""",-1
2208,[특징주] 거품 걷힌 제약주 하반기 실적 기지개 켜나,-1
2209,氣 살아난 증권가 애널리스트 | 종목 추천하면 주가 급등…영향력 ‘쨍’,1
2210,만도 10분기 만에 적자 전환 전망...연간 적자도 우려,-1
2211,동양 연이은 플랜트 사업 수주...견조한 성장세,1
2212,(특징주)현우산업 실적호전 `상한가`,1
2213,"쌍용차 파산 수순...이틀재 ""급락""",-1
2214,코스피 하단 1930→1850으로 추가 하향 조정-KB,0
2215,아시아나항공 2분기 흑자전환…영업익 1151억원 달성,1
2216,우한폐렴 '코로나19' 여파… 항공 선박 이어 정유업도 '발동동',-1
2217,MS 2분기 클라우드 성장세는 둔화…시간외거래 주가 2% 하락,-1
2218,딥노이드 '프로큐라티오'와 공동사업계약 체결,1
2219,화물로 버텼다…대한항공 2분기 깜짝 흑자 전환,1
2220,금감원장은 '내기' 걸고 직원은 미리 팔아 차익?,0
2221,[증시브리핑] 美증시 공식적인 산타 랠리 시작…첫날 미미한 성과,0
2222,뉴욕증시 EU 부양책에도 기술주 강세 제동에 혼조…다우 0.6% 상승 마감,1
2223,[종목 포커스] 인터플렉스 4분기 실적호조로 상한가,1
2224,연일 상한가 치는 우선주 수상한 징후 포착,1
2225,바이오니아 67억원 규모 공급계약 체결,1
2226,SK이노도 무너졌다…현실화한 정유 4사 '4兆 적자공포',-1
2227,"[글로벌WHY]""모바일칩 사업 떼내라""…퀄컴 압박 왜?",0
2228,랩지노믹스 지멘스 헬시니어스에 코로나19 진단키트 공급,0
2229,[경제] 지난해엔 삼겹살 올해는 패스트푸드 떴다,0
2230,`반짝 인기` 그친 미역국라면… 오뚜기 점유율 미끄덩,1
2231,"코스콤, HSBC펀드서비스 인수…43년만 첫 M&A·예탁원과 사무관리 경쟁",0
2232,빌트인 물량 늘고 `집꾸미기` 열풍…현대리바트 주가 두달 새 32%↑↑,1
2233,알테오젠 2분기 영업익 39억원…흑자전환,1
2234,[주식ABC] 액면분할 이후 상한가,1
2235,현산·금호 대면협상에 고비 넘긴 아시아나… 주가 3.6%↑,1
2236,코로나에도 ‘반도체 상승 탄력’ 커진다,0
2237,[특징주]보루네오가구 상장폐지 우려에 '下',-1
2238,트루윈 2Q 영업이익 19억원…흑자전환 성공,1
2239,[브리핑] 세계 경제 '충격'…'브렉시트' 현실로,-1
2240,인제군 북면 마을정비형 공공주택사업 건립 추진,1
2241,"[뉴스브리핑 (03.20)]금감원 도덕성 추락…""금융사 제재할 자격있나""",0
2242,"[마법공식] 시디즈 ""온라인 매출 확대""…ROE 30%↑",1
2243,현대로템 장애물개척전차 양산사업 수주… 3000억원 규모,1
2244,[브리핑]MS 윈도10 환불 소동에 AI 계란 파동까지,0
2245,"정부청사 4곳에만 상주인원 3만명…""청사 셧다운 막아라"" 총력전",0
2246,MB 옥중서신으로 억울함 토로... 왜?,0
2247,SK바이오팜 주가는 거품?…직원들 이익 실현 위해 줄퇴사,-1
2248,가두래 양식장 경영난...가격 급락,-1
2249,APE 글로벌구단 피츠버그 나이츠와 전략적 파트너쉽 계약 체결,1
2250,독일 금감원 포르쉐 주가조작혐의 조사,-1
2251,"KB증권 ""사우디발 유가전쟁…하이일드·달러 주목""",1
2252,"홍콩 정부 ""무역전쟁 장기전 가능성…최악 상황 대비해야""",-1
2253,CJ CGV 어벤져스 수혜에 첫 상한가…사상최고가 기록,1
2254,카카오게임즈 '블레이드2' 오버히트 제쳤다…'톱10' 진입,0
2255,"이스타항공 조종사노조 ""국내선 운항 재개하고 정리해고 중단해야""",-1
2256,“고양이에게 생선 맡긴 꼴” 금감원 직원 가상화폐 정부 발표 직전 매도해 7...,0
2257,삼성중공업-LS산전 3분기 깜짝실적…4분기도 기대감,1
2258,제주서 개인충전기 공유시스템 실증사업 추진,1
2259,코로나 치료제 ‘렘데시비르’ 오늘 풀린다… “7월은 무상공급”,0
2260,[포춘US]월스트리트의 파워 커플이 비트코인에 도전하다,0
2261,[2016 유통결산-면세점③]12兆 면세시장 지각변동…무한경쟁 시작됐다,0
2262,현대미포조선 전기추진 스마트 선박 1척 건조계약 체결,1
2263,현대차 코로나19 사태 혈액부족 해소 팔걷어,0
2264,태안군 대기오염물질 저감 지원사업 추진,1
2265,미 증시 거품 경보 울리나…나스닥은 이틀째 신고가,0
2266,[네오스타즈] 이큐스앤자루 실적 개선 기대,1
2267,인천공항은 울고 싶다…'코로나19 여파' 적자 전환 전망,-1
2268,포스코인터내셔널 파키스탄 LNG 공급계약 수주,1
2269,LG전자 지난해 매출 사상최대…스마트폰 적자 심화,-1
2270,"옵티팜-디어젠, AI 활용해 간암 치료용 백신 개발 나서",0
2271,“롯데쇼핑 당분간 주가를 상승시킬 모멘텀이 부족한 상황”,0
2272,나라살림 비상...5월까지 세금 21.3조 덜 걷혀 재정적자 '사상최대' 77조,-1
2273,면세점 2차전 가열…롯데 잠실점·SK 워커힐점 '타깃',0
2274,"유진證 ""출시약품 증가로 실적 상승 기대…목표가↑""",1
2275,현대제철 2Q 영업익 흑자 전환,1
2276,<뉴욕마켓워치> 나스닥 다시 2% 급락…국채↑달러↓,-1
2277,"WHO 총장 ""세계는 코로나19에 대한 권고 잘 들었어야""",0
2278,코로나19發 주가 하락에…보험사 1분기 순익 26% 감소,-1
2279,스타벅스 코로나 최악땐 美매장 다 닫는다,-1
2280,광주 북구 착한소비 프로젝트 소상공인 돕기 '팔걷어',1
2281,[여기는 논설실] 희대의 금융사기 '라임 사태' 금감원은 책임 없나,0
2282,자회사 실적 훈풍…대웅ㆍ 신진에스엠 ‘주목’,1
2283,'K배터리' 해냈다…선발주자 LG화학 흑자전환 성공,1
2284,국내 증시 불확실성 여전..모더나 백신 통할까,-1
2285,현대중공업 LNG선 최대12척 수주 `잭팟`,1
2286,'주가 더블' 네이버·카카오 지금 사도 될까[머니뭐니],0
2287,포스코케미칼 주가 상승 가능 전기차 성장해 양극재 수요 늘어,1
2288,최경훈 아티스트컴퍼니와 전속계약 체결..활발한 활동 예고[공식],1
2289,[출발]국채선물 상승..112.16 +3틱,0
2290,반도체 시장 휘청…TSMC·삼성·인텔 “나 떨고있니”,0
2291,쌍용차 2019년 1분기 영업손실 278억원…35억원 줄어,0
2292,"한은 ""5월에는 경상수지 흑자 전환할 것""",1
2293,한샘 깜짝실적..건자재株 동반 급등,1
2294,두산솔루스 매출 아이템 다양화 ‘목표가 상향’-키움증권,1
2295,금감원 강도 높은 내부개혁 추진 약속,1
2296,[중기 info] 상상인선박기계 러시아 조선소에 120억 수출계약·2년연속 수주...,1
2297,SK바이오팜 ‘따상’ 직행 공모가 대비 159%↑,1
2298,[특징주] 삼영홀딩스 신규사업 진출 소식에 상한가,1
2299,유가급락 美 원유생산업체 파산신청 2008년 이후 최다,-1
2300,충남도 전국 첫 `기후위기 안심마을사업' 추진,1
2301,"[일문일답] 이문환 케이뱅크 행장 ""2022~23년 흑자전환 가능""",1
2302,주성엔지니어링 LG에 189억 규모 장비 공급계약,1
2303,취임100일 최수현 금감원장…'소비자·中企보호 역점',0
2304,과기부 코로나19로 인한 연구현장 애로 해소 지원,1
2305,CJ프레시웨이 2분기 영업이익 흑자전환해,1
2306,사천시 2020년도 농지이용관리지원 사업 추진,1
2307,[TF비즈토크] '상장잭팟' SK바이오팜 직원들 '퇴사 고민'한다고요?,0
2308,아산탕정2지구 도시개발사업 본격추진…2023년 착공 2027년 완공 목표,1
2309,코로나19 재확산 불안에…대형주부터 담는 개미들,-1
2310,'따상 신드롬'에 뜨거워진 IPO 시장…‘제2의 바이오팜’ 누가 될까,1
2311,레몬 마스크 생산 소식에 상한가,1
2312,게임빌 2분기 영업이익 108억원 달성…자체 게임사업 기반 흑자 전환,1
2313,“목표주가보다 너무 낮네”…저평가주 주목,1
2314,[마감]코스닥 기관 1100억 순매수,0
2315,대한전선 925억원 규모 런던 전력망 재구축 사업 수주,1
2316,[CNBC] 홀푸드 주가 급락의 결정적 요인은?,-1
2317,대구경북 통합신공항 사업을 성공 추진 공동합의문 발표,1
2318,LG화학 지난해 영업이익 60% 대폭 감소… ESS 화재로 4분기 적자,-1
2319,두산중공업 3600억원 규모 김포열병합발전소 건설 공사 신규 수주,1
2320,[카드뉴스] 코로나 재확산에 유통 줄줄이 적자 전환:코로나19 사태에 살아남을...,-1
2321,(미국은지금)그리스 연정구성 실패..EU 탈퇴 가능성 제기,-1
2322,CJ CGV 최병환號 본격 출항… 해결 과제 산적,0
2323,감사원 감사결과 임박…최흥식 금감원 개혁 시동거나,0
2324,동원산업 쏟아지는 참치 덕에 실적 개선 기대-BNK,1
2325,은행減資...소액주주 첫 손배訴 .. 금감원.한빛銀 상대,0
2326,우리사주 직원 퇴사 대비하라… SK바이오팜 대박에 IPO株 불똥,0
2327,젠큐릭스 美와 FDA 승인 코로나19 진단키트 첫 공급계약 체결,1
2328,[표]코스피200지수 옵션 시세(8월 26일),0
2329,에이치엘비 임상 결과 목표치 미달…진양곤 회장 호소문 발표,-1
2330,매출 수천억 회사가 22억원에?…플렉스컴에 무슨 일,0
2331,“99개월만에 적자”… 수출마저 벼랑끝,-1
2332,현대위아 1억달러 규모 함포 부품 수출 계약 체결(종합),1
2333,조선사 수주 '청신호'…서울환시 弱달러에 네고 가세할까,1
2334,[시그널] 아시아나 깜짝 흑자...딜 '심폐소생' 되나,1
2335,니혼대 권혁욱 교수의 ‘韓日 경제전쟁’ 관전기 | “삼성 이재용의 일본 출장...,0
2336,뉴욕증시 코로나19 백신 의구심 제기에 불안…다우 1.59% 하락 마감,-1
2337,한국조선해양 최근 1주일 7척 수주…9억달러 규모,1
2338,한화시스템 K1A1 조준경에 K2급 열상장치 공급한다,0
2339,슈프리마아이디 유권자 등록용 지문 스캐너 대규모 공급 체결,1
2340,[충청브리핑] ‘―0.3%’ 역성장 쇼크에 ‘막장국회’까지 위기의 대한민국,1
2341,"신송산업, 차입금 상환 위해 계열사로부터 54억7400만원 빌려",0
2342,셀트리온 셀트리온헬스케어와 467억 규모 공급계약 체결,1
2343,"동화기업, 2차 전지 소재 사업으로 확장 기대-KB증권",1
2344,[특징주]루미마이크로 2Q 실적 대폭 증가 上,1
2345,이화공영 190억 규모 주거복합 신축공사 수주,1
2346,삼성바이오로직스 또 대형 수주 계약…올해만 1.7조,1
2347,[특징주]'따상' 에이프로 상장 이튿날 '급락',-1
2348,GM 대표차 스파크 브랜드가치 급락…주력 차종 보증기간 연장 등 유인책 마련...,-1
2349,"[김우섭 기자의 바이오 탐구영역] 코로나19의 숨은 수혜기업 에스티팜 ""치료제...",1
2350,작년 세계 반도체 매출 3천70억달러…제자리 걸음,0
2351,"[오늘의 CEO]이희장 씰링크 대표 ""밀폐장치 국산화 넘어 세계 시장 노린다""",0
2352,[마켓인사이트]기업들 지난달 신주발행은 늘고 회사채는 크게 줄어,0
2353,새내기주 이루다 '따상' 뒤 약세 전환..공모주 수익률 96%,0
2354,코스피 상장한 날 '상한가' 30% 상승해 원금 대비 '2.6배' 된 SK바이오팜,1
2355,명문제약 골프장 매각에 유증까지 '적자 탈출 안간힘',-1
2356,"포시에스, 지난해 영업익 48억…전년비 4.4%↓",0
2357,"재활용품 수거업체 해고에 폐업까지…""플라스틱 대란 우려""",-1
2358,정부 민관합동대표단 파라과이 경전철 사업 수주 관련 MOU체결,1
2359,코스닥 4수생?..코스닥 우등생 되겠다,0
2360,상장한 지 한 달 된 'SK 바이오팜'…기관 보유 26만 주 풀릴 예정,0
2361,공모주 모두 대박은 아니다…'투자주의보',1
2362,인베니아 中 HKC에 디스플레이 장비 공급계약,1
2363,"이스타항공 조종사노조 ""제주항공이 정리해고 규모와 직군도 제시해""",-1
2364,[CEO초대석]이병화 엠지메드 대표,0
2365,쿠팡 작년 영업손실 6388억원 사상 최대…자본잠식 전환,0
2366,삼성물산 한달 새 반포서 1조원 수주… 반포3주구도 ‘래미안’(종합),1
2367,[단독]거래소 중국원양자원 편법상장 묵인..차명주식 입성,0
2368,한국전력 주가 초반 대폭 올라 말레이시아에서 전력 공급계약 맺어,1
2369,불황 터널 못 빠져나오는 정유업계… SK이노베이션 2분기 적자 4397억원,-1
2370,1년 만에 ‘부당’에서 ‘정당’으로 뒤집힌 아파트 경비원 해고…이유는,-1
2371,신세계 3·4분기 흑자 전환 기대-키움,1
2372,포스코 ‘잃어버린 10년’…‘금융위기’시절 주가로 회귀한 이유는,0
2373,삼성전자 애플과의 경쟁서 성공,1
2374,사드 위기 면세점 '폭풍전야' 안개속,0
2375,"공정위·검찰, '가격 담합' 함께 조사…공정 경제 3법 국무회의 통과",1
2376,'기생충' 과열주의보…4일만에 주가 3배 뛴 바른손,0
2377,뉴욕증시 美 금리 움직임 주시 보합 출발,0
2378,[더벨]바이오텍의 우리사주 딜레마,0
2379,[기업매트릭스] LS전선아시아 SPC 설립으로 얻은 득과 실은?,0
2380,한화파워시스템 LS일렉트릭·두산퓨얼셀·한화자산운용과 감압발전 MOU 체결,1
2381,'잡음' 많은 금감원 감사...최흥식 현 금감원장에 힘실어주기(?),0
2382,매일유업 사장 포함 임원진 전원 사표 왜?,0
2383,"[속보]최흥식 금감원장 ""금감원에 가상화폐 대책 발표전 투자 차익 낸 직원 있...",1
2384,코로나19 백신확보 치열한 영국 사노피·GSK와도 공급계약,1
2385,[특징주]영백씨엠 하반기 실적 개선 기대에 '上',1
2386,KAI 경찰청과 응급의료장비 탑재 '참수리 헬기' 납품 계약 체결,1
2387,가상자산 거래소 코인빗 탈중앙화 금융 시스템 ‘디파이(DeFi)’ 사업 추진,1
2388,[여의도 stock] 실적 호조 네이버 주가 70만원 돌파,1
2389,충남도 전국 첫 `기후위기 안심마을사업' 추진,1
2390,[SISAPOINT] SK바이오팜 상장 대박 주식열풍 '부채질'할까,1
2391,"모나리자·웰크론, 마스크로 떴지만 실적은 '그다지'",0
2392,노바백스도 위탁생산 맡겼다···SK바이오 ‘백신 수주대박’ 비결,1
